87-0701288,ALL NATIONS FAMILY INC,Program Services,2010,"$35,107"
87-0701288,ALL NATIONS FAMILY INC,Program Services,2009,"$19,232"
87-0701288,ALL NATIONS FAMILY INC,Program Services,2008,$0
87-0701288,ALL NATIONS FAMILY INC,Special Events,2010,"$1,072"
87-0701288,ALL NATIONS FAMILY INC,Special Events,2009,"$1,488"
87-0701288,ALL NATIONS FAMILY INC,Special Events,2008,$0
87-0701288,ALL NATIONS FAMILY INC,Program Services Expenses,2010,"$902,407"
87-0701288,ALL NATIONS FAMILY INC,Program Services Expenses,2009,"$929,747"
87-0701288,ALL NATIONS FAMILY INC,Program Services Expenses,2008,"$910,316"
87-0701288,ALL NATIONS FAMILY INC,Program Services Expenses,2007,"$598,072"
87-0701288,ALL NATIONS FAMILY INC,Program Services Expenses,2006,"$460,445"
87-0701288,ALL NATIONS FAMILY INC,Contributions,2010,"$1,029,569"
87-0701288,ALL NATIONS FAMILY INC,Contributions,2009,"$893,487"
87-0701288,ALL NATIONS FAMILY INC,Contributions,2008,"$1,036,578"
87-0701288,ALL NATIONS FAMILY INC,Contributions,2007,"$654,713"
87-0701288,ALL NATIONS FAMILY INC,Contributions,2006,"$651,085"
87-0701288,ALL NATIONS FAMILY INC,Investments,2010,$44
87-0701288,ALL NATIONS FAMILY INC,Investments,2009,$564
87-0701288,ALL NATIONS FAMILY INC,Investments,2008,$109
87-0701288,ALL NATIONS FAMILY INC,Investments,2007,$318
87-0701288,ALL NATIONS FAMILY INC,Investments,2006,$5
43-1917862,ASCENSION GOSPEL QUARTET,Total Expenses,2011,"$76,584"
43-1917862,ASCENSION GOSPEL QUARTET,Total Expenses,2007,"$54,664"
43-1917862,ASCENSION GOSPEL QUARTET,Total Expenses,2006,"$27,508"
43-1917862,ASCENSION GOSPEL QUARTET,Total Expenses,2003,"$38,656"
43-1917862,ASCENSION GOSPEL QUARTET,Total Expenses,2002,"$39,071"
43-1917862,ASCENSION GOSPEL QUARTET,Fundraising/Other,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Revenue,2011,"$66,190"
43-1917862,ASCENSION GOSPEL QUARTET,Total Revenue,2007,"$58,856"
43-1917862,ASCENSION GOSPEL QUARTET,Total Revenue,2006,"$31,054"
43-1917862,ASCENSION GOSPEL QUARTET,Total Revenue,2003,"$31,744"
43-1917862,ASCENSION GOSPEL QUARTET,Total Revenue,2002,"$75,004"
43-1917862,ASCENSION GOSPEL QUARTET,Administration,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Sales,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Government Grants,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Net Gain/Loss,2011,"($10,394)"
43-1917862,ASCENSION GOSPEL QUARTET,Net Gain/Loss,2007,$0
43-1917862,ASCENSION GOSPEL QUARTET,Net Gain/Loss,2003,"($6,912)"
43-1917862,ASCENSION GOSPEL QUARTET,Net Gain/Loss,2002,"$35,933"
43-1917862,ASCENSION GOSPEL QUARTET,Other,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Program Services,2011,"$66,190"
43-1917862,ASCENSION GOSPEL QUARTET,Program Services,2007,$0
43-1917862,ASCENSION GOSPEL QUARTET,Special Events,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Program Services Expenses,2011,"$76,584"
43-1917862,ASCENSION GOSPEL QUARTET,Program Services Expenses,2007,"$54,664"
43-1917862,ASCENSION GOSPEL QUARTET,Program Services Expenses,2006,"$27,508"
43-1917862,ASCENSION GOSPEL QUARTET,Program Services Expenses,2003,"$38,656"
43-1917862,ASCENSION GOSPEL QUARTET,Program Services Expenses,2002,"$39,071"
43-1917862,ASCENSION GOSPEL QUARTET,Contributions,2011,$0
43-1917862,ASCENSION GOSPEL QUARTET,Contributions,2003,"$31,744"
43-1917862,ASCENSION GOSPEL QUARTET,Contributions,2002,"$75,004"
43-1917862,ASCENSION GOSPEL QUARTET,Investments,2011,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Expenses,2011,"$45,856"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Expenses,2007,"$68,835"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Expenses,2006,"$36,304"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Expenses,2003,"$18,394"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Expenses,1997,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Fundraising/Other,2011,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Revenue,2011,"$33,606"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Revenue,2007,"$20,832"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Revenue,2006,"$89,684"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Revenue,2003,"$27,085"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Total Revenue,1997,"$32,794"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Administration,2011,"$8,974"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Administration,2007,"$2,471"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Administration,2006,"$1,272"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Sales,2011,"$4,690"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Sales,2007,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Sales,2003,"$1,388"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Sales,1997,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Government Grants,2011,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Net Gain/Loss,2011,"($12,250)"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Net Gain/Loss,2007,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Net Gain/Loss,2003,"$8,691"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Net Gain/Loss,1997,"$9,770"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Other,2011,$313
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Other,2007,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Program Services,2011,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Special Events,2011,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Program Services Expenses,2011,"$36,882"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Program Services Expenses,2007,"$66,364"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Program Services Expenses,2006,"$35,032"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Contributions,2011,"$28,603"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Contributions,2007,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Contributions,2003,"$25,697"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Contributions,1997,"$32,794"
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,Investments,2011,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Expenses,2007,"$32,461"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Expenses,2003,"$6,806"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Expenses,2002,"$3,445"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Expenses,2001,"$5,809"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Expenses,2000,$15
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Fundraising/Other,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Revenue,2007,"$76,407"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Revenue,2003,"$5,624"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Revenue,2002,"$7,022"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Revenue,2001,"$6,546"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Total Revenue,2000,"$1,618"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Administration,2007,$31
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Sales,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Government Grants,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Net Gain/Loss,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Net Gain/Loss,2003,"($1,182)"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Net Gain/Loss,2002,"$3,577"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Net Gain/Loss,2001,$737
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Net Gain/Loss,2000,"$1,603"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Other,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Other,2001,$292
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Other,2000,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Program Services,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Special Events,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Program Services Expenses,2007,"$32,430"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Contributions,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Contributions,2003,"$4,420"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Contributions,2002,"$6,039"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Contributions,2001,"$5,806"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Contributions,2000,"$1,000"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Investments,2007,$0
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Investments,2003,"$1,204"
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Investments,2002,$983
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Investments,2001,$448
43-1775464,BAPTIST FOUNDATION OF MID-MISSOURI INC,Investments,2000,$618
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Expenses,2011,"$104,553"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Expenses,2007,"$173,249"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Expenses,2006,"$132,039"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Expenses,2005,"$67,001"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Expenses,2003,"$102,128"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Fundraising/Other,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Revenue,2011,"$58,886"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Revenue,2007,"$60,508"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Revenue,2006,"$138,018"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Revenue,2005,"$69,312"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Total Revenue,2003,"$90,107"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Administration,2011,"$18,319"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Administration,2007,"$6,185"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Administration,2006,"$9,140"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Administration,2005,"$5,288"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Administration,2003,"$5,753"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Sales,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Government Grants,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Net Gain/Loss,2011,"($45,667)"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Net Gain/Loss,2007,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Net Gain/Loss,2003,"($12,021)"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Other,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Special Events,2011,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services Expenses,2011,"$86,234"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services Expenses,2007,"$167,064"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services Expenses,2006,"$122,899"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services Expenses,2005,"$61,713"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Program Services Expenses,2003,"$96,375"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Contributions,2011,"$58,886"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Contributions,2007,$0
43-1827450,BARBARA FAIRCHILD MINISTRIES,Contributions,2003,"$90,107"
43-1827450,BARBARA FAIRCHILD MINISTRIES,Investments,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Total Expenses,2011,"$73,732"
20-1123333,BEN FARRELL MINSTRIES INC,Total Expenses,2007,"$78,013"
20-1123333,BEN FARRELL MINSTRIES INC,Total Expenses,2006,"$56,194"
20-1123333,BEN FARRELL MINSTRIES INC,Fundraising/Other,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Total Revenue,2011,"$67,495"
20-1123333,BEN FARRELL MINSTRIES INC,Total Revenue,2007,"$45,387"
20-1123333,BEN FARRELL MINSTRIES INC,Total Revenue,2006,"$101,300"
20-1123333,BEN FARRELL MINSTRIES INC,Administration,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Sales,2011,"$6,750"
20-1123333,BEN FARRELL MINSTRIES INC,Sales,2007,$0
20-1123333,BEN FARRELL MINSTRIES INC,Government Grants,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Net Gain/Loss,2011,"($6,237)"
20-1123333,BEN FARRELL MINSTRIES INC,Net Gain/Loss,2007,$0
20-1123333,BEN FARRELL MINSTRIES INC,Other,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Program Services,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Special Events,2011,$0
20-1123333,BEN FARRELL MINSTRIES INC,Program Services Expenses,2011,"$73,732"
20-1123333,BEN FARRELL MINSTRIES INC,Program Services Expenses,2007,"$78,013"
20-1123333,BEN FARRELL MINSTRIES INC,Program Services Expenses,2006,"$56,194"
20-1123333,BEN FARRELL MINSTRIES INC,Contributions,2011,"$60,745"
20-1123333,BEN FARRELL MINSTRIES INC,Contributions,2007,$0
20-1123333,BEN FARRELL MINSTRIES INC,Investments,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Total Expenses,2011,"$83,468"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Expenses,2008,"$227,784"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Expenses,2007,"$258,614"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Expenses,2006,"$59,681"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Expenses,2005,"$150,032"
43-1354872,BEREAN LIBERTY FOUNDATION,Fundraising/Other,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Fundraising/Other,2007,"$8,847"
43-1354872,BEREAN LIBERTY FOUNDATION,Fundraising/Other,2006,"$3,798"
43-1354872,BEREAN LIBERTY FOUNDATION,Fundraising/Other,2005,"$1,353"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Revenue,2011,"$25,589"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Revenue,2008,"($28,462)"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Revenue,2007,"$48,246"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Revenue,2006,"$1,427,567"
43-1354872,BEREAN LIBERTY FOUNDATION,Total Revenue,2005,"$171,129"
43-1354872,BEREAN LIBERTY FOUNDATION,Administration,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Administration,2007,"$8,852"
43-1354872,BEREAN LIBERTY FOUNDATION,Administration,2006,"$1,064"
43-1354872,BEREAN LIBERTY FOUNDATION,Administration,2005,"$1,356"
43-1354872,BEREAN LIBERTY FOUNDATION,Sales,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Government Grants,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Net Gain/Loss,2011,"($57,879)"
43-1354872,BEREAN LIBERTY FOUNDATION,Net Gain/Loss,2008,"($256,246)"
43-1354872,BEREAN LIBERTY FOUNDATION,Net Gain/Loss,2007,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Net Gain/Loss,2006,"$1,367,886"
43-1354872,BEREAN LIBERTY FOUNDATION,Net Gain/Loss,2005,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Other,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Other,2008,"$4,025"
43-1354872,BEREAN LIBERTY FOUNDATION,Other,2007,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Other,2006,$580
43-1354872,BEREAN LIBERTY FOUNDATION,Other,2005,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services,2011,"$11,621"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services,2008,"$1,054"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services,2007,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services,2006,"$21,906"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services,2005,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Special Events,2011,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services Expenses,2011,"$83,468"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services Expenses,2008,"$227,784"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services Expenses,2007,"$240,915"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services Expenses,2006,"$54,819"
43-1354872,BEREAN LIBERTY FOUNDATION,Program Services Expenses,2005,"$147,323"
43-1354872,BEREAN LIBERTY FOUNDATION,Contributions,2011,"$2,804"
43-1354872,BEREAN LIBERTY FOUNDATION,Contributions,2008,"$27,234"
43-1354872,BEREAN LIBERTY FOUNDATION,Contributions,2007,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Contributions,2006,"$1,405,080"
43-1354872,BEREAN LIBERTY FOUNDATION,Contributions,2005,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Investments,2011,"$11,164"
43-1354872,BEREAN LIBERTY FOUNDATION,Investments,2008,"($60,775)"
43-1354872,BEREAN LIBERTY FOUNDATION,Investments,2007,$0
43-1354872,BEREAN LIBERTY FOUNDATION,Investments,2006,$1
43-1354872,BEREAN LIBERTY FOUNDATION,Investments,2005,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Total Expenses,2010,"$53,789"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Total Expenses,2006,"$20,647"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Fundraising/Other,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Total Revenue,2010,"$62,875"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Total Revenue,2006,"$170,838"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Administration,2010,$379
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Administration,2006,"$4,647"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Sales,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Government Grants,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Net Gain/Loss,2010,"$9,086"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Net Gain/Loss,2006,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Other,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Program Services,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Special Events,2010,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Program Services Expenses,2010,"$53,410"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Program Services Expenses,2006,"$16,000"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Contributions,2010,"$62,875"
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Contributions,2006,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,Investments,2010,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Expenses,2008,"$37,875"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Expenses,2007,"$107,128"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Expenses,2006,"$33,656"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Expenses,2005,"$36,383"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Expenses,2003,"$82,785"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Fundraising/Other,2007,"$77,898"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Fundraising/Other,2006,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Revenue,2008,"$15,095"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Revenue,2007,"$107,351"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Revenue,2006,"$44,745"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Revenue,2005,"$41,885"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Total Revenue,2003,"$111,633"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Administration,2007,"$8,769"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Administration,2006,"$15,463"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Administration,2005,"$15,125"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Administration,2003,"$20,467"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Sales,2008,"($5,862)"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Sales,2007,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Government Grants,2007,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Net Gain/Loss,2008,"($22,780)"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Net Gain/Loss,2007,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Net Gain/Loss,2003,"$28,848"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Other,2008,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Program Services,2008,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Special Events,2008,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Program Services Expenses,2007,"$20,461"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Program Services Expenses,2006,"$18,193"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Program Services Expenses,2005,"$21,258"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Program Services Expenses,2003,"$62,318"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Contributions,2008,"$5,561"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Contributions,2007,$0
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Contributions,2003,"$111,633"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Investments,2008,"$15,396"
43-0949625,BRANCH RICKEY FELLOWSHIP CENTER INC,Investments,2007,$0
87-0716949,BROOK IN BETHPAGE INC,Total Expenses,2011,"$79,987"
87-0716949,BROOK IN BETHPAGE INC,Total Expenses,2007,"$33,856"
87-0716949,BROOK IN BETHPAGE INC,Total Expenses,2006,"$33,642"
87-0716949,BROOK IN BETHPAGE INC,Fundraising/Other,2011,$0
87-0716949,BROOK IN BETHPAGE INC,Fundraising/Other,2006,"$7,296"
87-0716949,BROOK IN BETHPAGE INC,Total Revenue,2011,"$71,017"
87-0716949,BROOK IN BETHPAGE INC,Total Revenue,2007,"$395,488"
87-0716949,BROOK IN BETHPAGE INC,Total Revenue,2006,"$111,515"
87-0716949,BROOK IN BETHPAGE INC,Administration,2011,"$12,223"
87-0716949,BROOK IN BETHPAGE INC,Administration,2007,$358
87-0716949,BROOK IN BETHPAGE INC,Administration,2006,"$1,142"
87-0716949,BROOK IN BETHPAGE INC,Sales,2011,$0
87-0716949,BROOK IN BETHPAGE INC,Government Grants,2011,"$68,094"
87-0716949,BROOK IN BETHPAGE INC,Government Grants,2007,$0
87-0716949,BROOK IN BETHPAGE INC,Net Gain/Loss,2011,"($8,970)"
87-0716949,BROOK IN BETHPAGE INC,Net Gain/Loss,2007,$0
87-0716949,BROOK IN BETHPAGE INC,Other,2011,"$2,923"
87-0716949,BROOK IN BETHPAGE INC,Other,2007,$0
87-0716949,BROOK IN BETHPAGE INC,Program Services,2011,$0
87-0716949,BROOK IN BETHPAGE INC,Special Events,2011,$0
87-0716949,BROOK IN BETHPAGE INC,Program Services Expenses,2011,"$67,764"
87-0716949,BROOK IN BETHPAGE INC,Program Services Expenses,2007,"$33,498"
87-0716949,BROOK IN BETHPAGE INC,Program Services Expenses,2006,"$25,204"
87-0716949,BROOK IN BETHPAGE INC,Contributions,2011,$0
87-0716949,BROOK IN BETHPAGE INC,Investments,2011,$0
95-4754631,The Call,Total Expenses,2010,"$1,638,045"
95-4754631,The Call,Total Expenses,2009,"$572,746"
95-4754631,The Call,Total Expenses,2008,"$3,323,753"
