87-0701288,ALL NATIONS FAMILY INC,Grants Payable,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Grants Payable,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Total Assets,1-Jan-10,"$245,671"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,31-Dec-10,"$342,692"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,1-Jan-09,"$317,440"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,31-Dec-09,"$245,671"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,1-Jan-08,"$221,467"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,31-Dec-08,"$280,116"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,1-Jan-07,"$214,639"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,31-Dec-07,"$221,467"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,1-Jan-06,"$67,609"
87-0701288,ALL NATIONS FAMILY INC,Total Assets,31-Dec-06,"$214,639"
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Pledges & Grants Receivable,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,1-Jan-10,"$19,147"
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,31-Dec-10,"$54,448"
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,1-Jan-09,"$9,952"
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,31-Dec-09,"$19,147"
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,1-Jan-08,$137
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,31-Dec-08,$538
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,31-Dec-07,$137
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Total Liabilities,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Investment / Securities,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,1-Jan-10,"$19,147"
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,31-Dec-10,"$14,320"
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,1-Jan-09,"$9,952"
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,31-Dec-09,"$19,147"
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,1-Jan-08,$137
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,31-Dec-08,$538
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,31-Dec-07,$137
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Payable,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,1-Jan-10,"$4,020"
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,31-Dec-10,"$10,956"
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,1-Jan-09,"$2,475"
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,31-Dec-09,"$4,020"
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Accounts Receivable,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Tax-Exempt Bond Liabilities,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,1-Jan-10,"$226,524"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,31-Dec-10,"$288,244"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,1-Jan-09,"$307,488"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,31-Dec-09,"$226,524"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,1-Jan-08,"$221,330"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,31-Dec-08,"$279,578"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,1-Jan-07,"$214,639"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,31-Dec-07,"$221,330"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,1-Jan-06,"$67,609"
87-0701288,ALL NATIONS FAMILY INC,Fund Balance,31-Dec-06,"$214,639"
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Receivable / Other,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Inventories for Sale or Use,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Deferred Revenue,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Investment/Other,31-Dec-06,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,1-Jan-10,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,31-Dec-10,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,1-Jan-09,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,31-Dec-09,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,1-Jan-08,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,31-Dec-08,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,1-Jan-07,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,31-Dec-07,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,1-Jan-06,$0
87-0701288,ALL NATIONS FAMILY INC,Other Liabilities,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Other,1-Jan-03,$500
43-1917862,ASCENSION GOSPEL QUARTET,Other,31-Dec-03,$500
43-1917862,ASCENSION GOSPEL QUARTET,Other,1-Jan-02,$500
43-1917862,ASCENSION GOSPEL QUARTET,Other,31-Dec-02,$500
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,1-Jan-11,"$11,243"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,31-Dec-11,"$4,569"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,1-Jan-07,"$31,464"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,31-Dec-07,"$35,656"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,1-Jan-03,"$4,683"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,31-Dec-03,"$2,437"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,1-Jan-02,"$15,121"
43-1917862,ASCENSION GOSPEL QUARTET,Cash & Equivalent,31-Dec-02,"$4,683"
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,1-Jan-03,"$56,000"
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,31-Dec-03,"$51,334"
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fixed Assets,31-Dec-02,"$56,000"
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,1-Jan-02,"$4,500"
43-1917862,ASCENSION GOSPEL QUARTET,Loans and Notes,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Grants Payable,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,1-Jan-11,"$11,243"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,31-Dec-11,"$4,569"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,1-Jan-07,"$31,464"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,31-Dec-07,"$35,656"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,1-Jan-03,"$61,183"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,31-Dec-03,"$54,271"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,1-Jan-02,"$15,621"
43-1917862,ASCENSION GOSPEL QUARTET,Total Assets,31-Dec-02,"$61,183"
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Pledges & Grants Receivable,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,1-Jan-03,"$16,000"
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,31-Dec-03,"$16,000"
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,1-Jan-02,"$4,500"
43-1917862,ASCENSION GOSPEL QUARTET,Total Liabilities,31-Dec-02,"$16,000"
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Investment / Securities,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Payable,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Accounts Receivable,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Tax-Exempt Bond Liabilities,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,1-Jan-11,"$11,243"
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,31-Dec-11,"$4,569"
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,1-Jan-03,"$45,183"
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,31-Dec-03,"$38,271"
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,1-Jan-02,"$11,121"
43-1917862,ASCENSION GOSPEL QUARTET,Fund Balance,31-Dec-02,"$45,183"
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,1-Jan-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,31-Dec-11,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,1-Jan-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,31-Dec-07,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,1-Jan-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,31-Dec-06,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,1-Jan-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,31-Dec-03,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,1-Jan-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Receivable / Other,31-Dec-02,$0
43-1917862,ASCENSION GOSPEL QUARTET,Inventories for Sale or Use,1-Jan-11,$0
